Timestamp,QueueOccupancy,TotalPackets,TotalBytes,AggregateThroughput,Flow1_Throughput,Flow1_Delay,Flow1_DropRate,Flow2_Throughput,Flow2_Delay,Flow2_DropRate,Flow3_Throughput,Flow3_Delay,Flow3_DropRate
5.709,399,4932,3574881,626177.148,234292.461,2.327,0.487,229000.693,36.967,0.495,162883.994,1113.338,0.523
5.809,400,5011,3634972,625729.387,233074.028,2.321,0.489,227662.934,36.569,0.498,164992.425,1122.573,0.521
5.909,399,5097,3697602,625719.067,233015.414,2.323,0.489,226718.967,36.101,0.499,165984.686,1132.720,0.520
6.009,399,5182,3758813,625480.789,231444.231,2.322,0.492,227582.165,35.358,0.497,166454.393,1139.515,0.520
6.110,400,5267,3819758,625190.421,230315.921,2.319,0.494,228998.682,34.602,0.493,165875.818,1145.050,0.522
6.210,400,5347,3880739,624929.878,229721.541,2.323,0.495,229926.376,33.902,0.490,165281.961,1149.865,0.526
6.310,399,5420,3942335,624779.211,227985.572,2.329,0.499,230957.538,33.348,0.489,165836.100,1156.822,0.526
6.410,397,5497,4003767,624606.895,225870.779,2.331,0.504,231992.095,32.757,0.487,166744.021,1166.570,0.526
6.510,400,5582,4064282,624294.700,224518.369,2.332,0.507,232141.486,32.101,0.484,167634.845,1174.838,0.526
6.610,400,5650,4125915,624162.415,225918.924,2.340,0.506,231025.483,31.821,0.486,167218.008,1177.948,0.530
6.711,399,5726,4187683,624047.891,226802.548,2.346,0.504,231614.399,31.368,0.486,165630.943,1180.787,0.534
6.811,399,5804,4249206,623908.221,226971.329,2.350,0.505,231142.605,30.983,0.487,165794.287,1187.614,0.535
6.911,400,5894,4309500,623596.096,227452.606,2.338,0.501,230679.331,30.648,0.488,165464.159,1195.428,0.536
7.011,400,5980,4371259,623496.974,228316.883,2.332,0.498,230597.055,30.253,0.488,164583.036,1199.115,0.539
7.111,400,6065,4431866,623239.370,229316.694,2.330,0.495,230061.032,29.945,0.489,163861.644,1204.875,0.541
7.211,400,6143,4493880,623187.523,229618.007,2.334,0.495,228834.495,29.723,0.492,164735.021,1214.424,0.540
7.311,398,6218,4555102,623028.379,229466.540,2.336,0.495,227185.255,29.562,0.494,166376.584,1225.138,0.538
7.411,400,6296,4615767,622797.495,228860.893,2.336,0.496,225190.979,29.438,0.499,168745.623,1234.423,0.535
7.511,399,6373,4677967,622779.117,228789.601,2.340,0.497,224874.771,29.127,0.500,169114.745,1240.007,0.535
7.612,400,6445,4737826,622449.749,230241.030,2.340,0.495,224486.115,28.873,0.501,167722.604,1241.791,0.539
7.712,400,6531,4799830,622406.855,231455.633,2.341,0.492,223875.356,28.563,0.501,167075.866,1246.452,0.541
7.812,400,6617,4860655,622206.785,230013.572,2.342,0.495,225026.603,28.078,0.498,167166.610,1252.312,0.541
7.912,400,6703,4922629,622167.530,229127.332,2.340,0.496,225372.559,27.741,0.498,167667.638,1259.966,0.540
8.012,400,6785,4983253,621958.092,227968.830,2.339,0.498,225868.783,27.359,0.496,168120.479,1265.459,0.539
8.112,400,6860,5044803,621871.056,227703.558,2.341,0.499,225896.425,27.056,0.496,168271.073,1269.054,0.540
8.212,399,6937,5106364,621785.867,227235.941,2.343,0.500,225411.143,26.815,0.497,169138.784,1275.625,0.540
8.313,398,7015,5167982,621707.927,225523.893,2.343,0.504,225988.972,26.455,0.496,170195.063,1280.286,0.539
8.413,399,7097,5228902,621545.442,224764.387,2.338,0.504,226524.455,26.135,0.495,170256.600,1283.890,0.540
8.513,399,7177,5289795,621388.959,224175.518,2.339,0.506,226348.114,25.856,0.495,170865.327,1286.859,0.539
8.613,399,7263,5351574,621338.748,224530.478,2.340,0.505,226166.615,25.553,0.494,170641.654,1289.431,0.541
8.713,398,7339,5413085,621257.887,225793.913,2.340,0.503,224651.726,25.430,0.497,170812.248,1291.221,0.541
8.813,399,7417,5473840,621091.735,225944.324,2.347,0.503,223375.580,25.300,0.500,171771.832,1295.199,0.540
8.913,400,7502,5534496,620918.921,225615.700,2.346,0.502,222377.204,25.159,0.503,172926.016,1297.607,0.537
9.014,400,7585,5596090,620854.416,224466.992,2.346,0.504,222177.988,24.880,0.502,174209.435,1300.722,0.536
9.114,400,7650,5656503,620661.089,223666.760,2.349,0.507,223204.927,24.616,0.501,173789.402,1302.091,0.538
9.214,399,7734,5719341,620735.231,223895.692,2.347,0.506,223348.579,24.334,0.500,173490.959,1304.366,0.540
9.314,399,7814,5780045,620579.807,223558.055,2.347,0.507,222678.943,24.163,0.501,174342.809,1305.513,0.539
9.414,400,7888,5841324,620489.687,222428.488,2.345,0.509,223623.403,23.859,0.500,174437.797,1307.954,0.540
9.514,400,7970,5902162,620354.724,223062.273,2.344,0.507,223987.525,23.631,0.499,173304.926,1308.997,0.543
9.614,400,8046,5963085,620231.858,222853.213,2.348,0.508,223079.127,23.503,0.501,174299.518,1311.407,0.541
9.714,400,8122,6025235,620235.529,223133.819,2.348,0.507,222351.581,23.387,0.504,174750.129,1313.626,0.541
9.815,399,8195,6086699,620170.402,222196.942,2.352,0.510,223050.470,23.124,0.502,174922.989,1316.339,0.542
9.915,400,8279,6146564,619944.899,222196.266,2.346,0.509,222527.593,22.968,0.503,175221.040,1318.807,0.542
10.015,389,8337,6208706,619950.375,222307.617,2.350,0.509,221443.999,22.892,0.506,176198.759,1325.888,0.542
10.115,322,8337,6270398,619904.990,220104.305,2.350,0.509,219249.246,22.892,0.506,180551.439,1361.959,0.542
10.215,246,8337,6331871,619844.857,217946.277,2.350,0.509,217099.602,22.892,0.506,184798.978,1399.311,0.542
10.315,161,8337,6391818,619638.516,215830.351,2.350,0.509,214991.895,22.892,0.506,188816.270,1434.587,0.542
10.416,77,8337,6453966,619649.238,213755.727,2.350,0.509,212925.331,22.892,0.506,192968.181,1460.592,0.542
